study	patient	scoring	model	n_cells	n_samples	gene	rho	z
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6198	target_mean	common	5333	1	CLDN10	NA	NA
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6198	target_mean	common	5333	1	CLDN11	0.009293675421131643	0.009293943007358111
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6198	target_mean	common	5333	1	CLDN12	0.022823339695112424	0.022827303863490335
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6198	target_mean	common	5333	1	CLDN14	NA	NA
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6198	target_mean	common	5333	1	CLDN15	0.02021953689521042	0.020222293020194102
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6198	target_mean	common	5333	1	CLDN16	NA	NA
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6198	target_mean	common	5333	1	CLDN17	NA	NA
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6198	target_mean	common	5333	1	CLDN18	NA	NA
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6198	target_mean	common	5333	1	CLDN19	NA	NA
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6198	target_mean	common	5333	1	CLDN2	NA	NA
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6198	target_mean	common	5333	1	CLDN20	NA	NA
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6198	target_mean	common	5333	1	CLDN22	NA	NA
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6198	target_mean	common	5333	1	CLDN23	NA	NA
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6198	target_mean	common	5333	1	CLDN3	0.002334557452043491	0.0023345616932934046
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6198	target_mean	common	5333	1	CLDN4	0.03902628526547817	0.03904611639777041
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6198	target_mean	common	5333	1	CLDN5	NA	NA
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6198	target_mean	common	5333	1	CLDN6	NA	NA
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6198	target_mean	common	5333	1	CLDN7	0.06634576863650156	0.06644337261676138
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6198	target_mean	common	5333	1	CLDN8	NA	NA
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6198	target_mean	common	5333	1	CLDN9	0.08628669182517525	0.08650179969937566
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6198	target_mean	common	5333	1	CRB3	-0.0014533334169856782	-0.0014533344402199416
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6198	target_mean	common	5333	1	F11R	0.0442590958988345	0.04428802914817203
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6198	target_mean	common	5333	1	PALS1	-0.013263586133385016	-0.013264364004197523
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6198	target_mean	common	5333	1	PARD3	0.009152728998217218	0.009152984593236137
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6198	target_mean	common	5333	1	PARD6A	0.007508289908287481	0.007508431004883006
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6198	target_mean	common	5333	1	PARD6B	0.025217195013331924	0.02522254231668639
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6198	target_mean	common	5333	1	PARD6G	0.021484965776956577	0.021488272539808926
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6198	target_mean	common	5333	1	PATJ	0.047455903263104865	0.04749157603532537
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6198	target_mean	common	5333	1	PRKCI	0.03470174891156051	0.03471568839822026
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	CLDN1	-0.15044970623929987	-0.15160052525287285
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	CLDN10	NA	NA
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	CLDN11	NA	NA
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	CLDN12	0.06442927513066699	0.06451864930323695
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	CLDN14	NA	NA
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	CLDN15	0.03986646388839721	0.0398876044397489
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	CLDN16	NA	NA
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	CLDN17	NA	NA
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	CLDN18	NA	NA
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	CLDN19	NA	NA
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	CLDN2	-0.040476400057513066	-0.04049852649970311
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	CLDN20	NA	NA
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	CLDN22	NA	NA
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	CLDN23	0.05577025269383353	0.05582818197047987
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	CLDN3	0.15794001475830005	0.15927330148995433
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	CLDN4	0.30563913126787257	0.31572807325022006
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	CLDN5	NA	NA
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	CLDN6	NA	NA
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	CLDN7	-0.11621617746190276	-0.11674367174698629
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	CLDN8	NA	NA
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	CLDN9	NA	NA
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	CRB3	0.17174358909912005	0.17346269206095896
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	F11R	0.1354841471098404	0.13632237884934312
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	PALS1	0.09266785913076604	0.09293449083892906
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	PARD3	-0.019051225177023724	-0.019053530554608896
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	PARD6A	0.06139184338442006	0.0614691460387946
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	PARD6B	0.20033349415553306	0.2030799679510104
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	PARD6G	NA	NA
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	PATJ	0.023352798761695756	0.023357045325897927
Sathe_2023_Clin_Cancer_Res	Sathe_2023_Clin_Cancer_Res.P6335	target_mean	common	242	1	PRKCI	-0.00434248150854122	-0.004342508804452154
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	CLDN1	-0.07750368058191193	-0.07765942585465939
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	CLDN10	-0.2811954538273421	-0.28897969489935255
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	CLDN11	0.1109153962375678	0.1113736187080531
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	CLDN12	0.0129677824091821	0.012968509384576882
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	CLDN14	-0.11951189878659428	-0.12008582523454822
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	CLDN15	0.03846524930350299	0.038484236908103556
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	CLDN16	-0.01566768688079681	-0.015668969085507013
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	CLDN17	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	CLDN18	0.21061506484079393	0.21381487417868242
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	CLDN19	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	CLDN2	-0.23444854592196157	-0.23889159934082346
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	CLDN20	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	CLDN22	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	CLDN23	-0.10605483682583373	-0.10645516375458024
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	CLDN3	-0.14494595184194548	-0.14597401504197624
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	CLDN4	-0.07898828941854201	-0.0791531803861942
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	CLDN5	-0.03750483003087217	-0.03752242980500249
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	CLDN6	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	CLDN7	0.314084817855084	0.3250708837124054
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	CLDN8	0.07596003856778973	0.07610664107239229
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	CLDN9	0.19580460562944293	0.19836614023381258
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	CRB3	0.03709153989324539	0.03710856391000768
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	F11R	0.1978453893701746	0.2004891712196295
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	PALS1	0.0922440780358955	0.09250705597889516
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	PARD3	-0.02641824231853842	-0.02642439086442656
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	PARD6A	-0.10756296431027461	-0.1079806950176288
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	PARD6B	0.10098325825383435	0.10132863686559762
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	PARD6G	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	PATJ	0.06371173455341025	0.06379815102781661
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0107	target_mean	common	121	1	PRKCI	0.10232153109071342	0.1026808829546463
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	CLDN1	0.03273742559358542	0.032749128445582164
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	CLDN10	-0.028498281924051905	-0.028506000665253096
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	CLDN11	-0.01727714769956227	-0.017278867082746358
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	CLDN12	0.032676980206624705	0.03268861832723088
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	CLDN14	-0.02997468074672513	-0.02998366282125775
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	CLDN15	-0.022500805566345067	-0.022504604003102197
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	CLDN16	-0.01972524500172681	-0.019727803866683165
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	CLDN17	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	CLDN18	0.014953044226708486	0.014954158844234237
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	CLDN19	0.019945432709425465	0.019948078240169722
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	CLDN2	-0.13137988760645705	-0.13214371570475994
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	CLDN20	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	CLDN22	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	CLDN23	0.06529423928257747	0.06538726782965998
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	CLDN3	0.12686944172023742	0.12755678276052226
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	CLDN4	0.09929691730342824	0.0996252135023393
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	CLDN5	-0.009136636377011153	-0.009136890626168164
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	CLDN6	0.021483008718675773	0.021486314577807836
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	CLDN7	0.23044816785777053	0.2346627184469961
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	CLDN8	0.005028870778586413	0.005028913171841441
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	CLDN9	0.010312475300548653	0.010312840891318295
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	CRB3	0.06801846289919196	0.06812365110890611
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	F11R	0.14457742442636276	0.14559759947739132
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	PALS1	0.05668907609804391	0.05674991976803059
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	PARD3	0.013162256728858663	0.013163016906277025
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	PARD6A	-0.0014305958545229118	-0.0014305968304787475
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	PARD6B	0.08523674364902116	0.08544407175776306
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	PARD6G	0.02044865854113353	0.020451509442503332
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	PATJ	0.022673056698313477	0.022676943057619622
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0813	target_mean	common	3124	2	PRKCI	-0.0016597399433995103	-0.001659741467450863
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	CLDN1	0.11708060158826801	0.1176200202710234
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	CLDN10	0.011141602193103438	0.011142063249485403
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	CLDN11	-0.0005435043197574051	-0.0005435043732739199
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	CLDN12	0.02999911096029791	0.030008115022591632
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	CLDN14	-0.0035870776210201265	-0.0035870930062653103
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	CLDN15	-0.011176593802982996	-0.011177059217257803
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	CLDN16	0.010181950689529245	0.010182302572888512
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	CLDN17	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	CLDN18	0.0014536742626465858	0.0014536752866009463
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	CLDN19	0.012697865287014934	0.01269854780312711
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	CLDN2	0.011045383174468324	0.011045832388069244
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	CLDN20	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	CLDN22	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	CLDN23	0.015788652452649952	0.015789964588809317
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	CLDN3	0.08525124562160359	0.08545867988083625
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	CLDN4	0.17217822565458707	0.17391057270289437
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	CLDN5	0.007582346939695524	0.007582492252767288
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	CLDN6	0.007251724736728828	0.007251851857459539
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	CLDN7	0.048382801536894594	0.04842060767846921
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	CLDN8	-0.006723874894462693	-0.006723976227112439
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	CLDN9	0.0324215950324651	0.03243296229532708
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	CRB3	0.030525540438506388	0.030535027063463536
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	F11R	0.0652217500939008	0.06531446861779988
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	PALS1	0.0035670895831384068	0.003567104712622172
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	PARD3	0.02440809708014408	0.024412945897097756
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	PARD6A	0.007680427591945407	0.00768057861745655
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	PARD6B	0.0411930560330654	0.04121637950814025
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	PARD6G	-0.01279918629035844	-0.012799885276421069
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	PATJ	-0.0010238875998705781	-0.0010238879576668974
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P0920	target_mean	common	9962	2	PRKCI	0.04047469599966854	0.040496819645570684
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	CLDN1	0.09242845255537512	0.09269301599136184
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	CLDN10	-0.17257112866221822	-0.17431550755758515
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	CLDN11	-0.03203584721262833	-0.032046813381487155
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	CLDN12	-0.06668254955558092	-0.06678165012389926
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	CLDN14	-0.17257112866221822	-0.17431550755758515
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	CLDN15	-0.045436700830549286	-0.04546800754800808
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	CLDN16	-0.0598047163563139	-0.05987616901837782
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	CLDN17	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	CLDN18	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	CLDN19	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	CLDN2	-0.2918125917922158	-0.30054643075194504
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	CLDN20	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	CLDN22	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	CLDN23	0.04298151249882372	0.043008010040770206
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	CLDN3	0.2018890196330072	0.20470106007731703
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	CLDN4	0.2932676084723544	0.3021376214573111
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	CLDN5	0.024116658881036396	0.024121336035989815
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	CLDN6	0.025240789860278928	0.02524615219136835
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	CLDN7	0.4101196275218437	0.4357550320787554
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	CLDN8	-0.061488235274689995	-0.061565903175569425
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	CLDN9	0.11033315086288477	0.11078415967546505
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	CRB3	0.10031751551170905	0.10065608076781098
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	F11R	0.25484958888179116	0.2605924513833464
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	PALS1	0.05974954266917531	0.059820797471788915
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	PARD3	0.049629508128251364	0.049670315736135465
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	PARD6A	-0.0011326660813133825	-0.0011326665656917797
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	PARD6B	0.2781575513608959	0.2856840035325764
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	PARD6G	NA	NA
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	PATJ	-0.13618931062242948	-0.1370407983961991
Wang_2023_Sci_Adv	Wang_2023_Sci_Adv.P1231	target_mean	common	286	1	PRKCI	0.10356494159771859	0.1039376115731461
Ogden_2025	CRC01	fixed_background	common	342	1	CLDN1	0.1378154243902822	0.13869801798670425
Ogden_2025	CRC01	fixed_background	common	342	1	CLDN10	0.13614470633747838	0.13699535145893413
Ogden_2025	CRC01	fixed_background	common	342	1	CLDN11	-9.704695164249678e-05	-9.70469519471631e-05
Ogden_2025	CRC01	fixed_background	common	342	1	CLDN12	0.05335561142435262	0.053406329380052756
Ogden_2025	CRC01	fixed_background	common	342	1	CLDN14	-0.07501840617469403	-0.07515961184547246
Ogden_2025	CRC01	fixed_background	common	342	1	CLDN15	0.04331222525558828	0.043339339621050285
Ogden_2025	CRC01	fixed_background	common	342	1	CLDN16	0.03437771421568989	0.03439126666662426
Ogden_2025	CRC01	fixed_background	common	342	1	CLDN17	NA	NA
Ogden_2025	CRC01	fixed_background	common	342	1	CLDN18	0.06012768388816606	0.06020030211793775
Ogden_2025	CRC01	fixed_background	common	342	1	CLDN19	NA	NA
Ogden_2025	CRC01	fixed_background	common	342	1	CLDN2	-0.11815258139581564	-0.11870703761974277
Ogden_2025	CRC01	fixed_background	common	342	1	CLDN20	-0.10382181590841534	-0.10419727789994002
Ogden_2025	CRC01	fixed_background	common	342	1	CLDN22	NA	NA
Ogden_2025	CRC01	fixed_background	common	342	1	CLDN23	0.05951913105345017	0.05958956352835918
Ogden_2025	CRC01	fixed_background	common	342	1	CLDN3	0.07958047430420676	0.07974911131943171
Ogden_2025	CRC01	fixed_background	common	342	1	CLDN4	0.19731461504010445	0.19993683484596425
Ogden_2025	CRC01	fixed_background	common	342	1	CLDN5	0.08772230152193819	0.08794835979739282
Ogden_2025	CRC01	fixed_background	common	342	1	CLDN6	0.05498814316305103	0.055043666403283224
Ogden_2025	CRC01	fixed_background	common	342	1	CLDN7	0.2638335868958057	0.2702243560851779
Ogden_2025	CRC01	fixed_background	common	342	1	CLDN8	NA	NA
Ogden_2025	CRC01	fixed_background	common	342	1	CLDN9	0.08590591763369901	0.08611818190797915
Ogden_2025	CRC01	fixed_background	common	342	1	CRB3	0.02235930456485403	0.022363031775343257
Ogden_2025	CRC01	fixed_background	common	342	1	F11R	0.10841164256242791	0.10883938674932542
Ogden_2025	CRC01	fixed_background	common	342	1	PALS1	-0.040899477887519756	-0.04092230590643111
Ogden_2025	CRC01	fixed_background	common	342	1	PARD3	0.019735110943144868	0.019737673650209873
Ogden_2025	CRC01	fixed_background	common	342	1	PARD6A	0.06071639020329228	0.060791165588066035
Ogden_2025	CRC01	fixed_background	common	342	1	PARD6B	0.21282369396250453	0.21612715251426443
Ogden_2025	CRC01	fixed_background	common	342	1	PARD6G	-0.007117698469663751	-0.007117818671389887
Ogden_2025	CRC01	fixed_background	common	342	1	PATJ	0.03378988533364266	0.03380275408930863
