study	scoring	model	gene	n_patients	estimate	variance	low	high	p_signflip	n_positive
Wang_2023_Sci_Adv	fixed_background	common	PALS1	4	0.05859172215265348	0.0007568205152634665	0.009882920180361285	0.09952780536326965	0.25	3.0
Wang_2023_Sci_Adv	fixed_background	common	PARD3	4	0.034445823966472014	0.0004380382589421259	0.0010231276918039774	0.07417684316806528	0.25	3.0
Wang_2023_Sci_Adv	fixed_background	common	PARD6A	4	-0.004067935148775179	0.00012964842493201566	-0.02637614703093281	0.010886014526499392	1.0	3.0
Wang_2023_Sci_Adv	fixed_background	common	PARD6B	4	0.1485055448675736	0.00419852441312171	0.06355403247792216	0.2723053018058855	0.125	4.0
Wang_2023_Sci_Adv	fixed_background	common	PARD6G	2	0.004859903916757259	0.0003408410541736118	-0.013601977194700798	0.023321785028215317	1.0	1.0
Wang_2023_Sci_Adv	fixed_background	common	PATJ	4	-0.021833892473823995	0.0016007667813285199	-0.09677756950632448	0.032758537503321625	0.75	2.0
Wang_2023_Sci_Adv	fixed_background	common	PRKCI	4	0.05045105138498865	0.0007227358096451409	0.004864333582855225	0.09603776918712206	0.25	3.0
Wang_2023_Sci_Adv	target_mean	common	CLDN1	4	0.04135068471332701	0.0018908699762589579	-0.035071315393154084	0.10515651813119263	0.375	3.0
Wang_2023_Sci_Adv	target_mean	common	CLDN10	4	-0.12016478496817634	0.004756132975064342	-0.23164760122846886	-0.008681968707883845	0.25	1.0
Wang_2023_Sci_Adv	target_mean	common	CLDN11	4	0.015376108467636415	0.001065353082522297	-0.024662840232116755	0.07921049726035323	1.0	1.0
Wang_2023_Sci_Adv	target_mean	common	CLDN12	4	0.002220898152625033	0.0005481061841553237	-0.04258420883727654	0.031348366674911254	1.0	3.0
Wang_2023_Sci_Adv	target_mean	common	CLDN14	4	-0.08199302215491411	0.001568913845112543	-0.1472006663960667	-0.01678537791376153	0.125	0.0
Wang_2023_Sci_Adv	target_mean	common	CLDN15	4	-0.010166358465066132	0.00031386172309220034	-0.03689527046532051	0.023237026680302118	0.625	1.0
Wang_2023_Sci_Adv	target_mean	common	CLDN16	4	-0.021272659849419874	0.0002094527926109677	-0.04882436903516012	0.0027047759629955925	0.25	1.0
Wang_2023_Sci_Adv	target_mean	common	CLDN17	0	NA	NA	NA	NA	NA	NA
Wang_2023_Sci_Adv	target_mean	common	CLDN18	3	0.0767409027698392	0.004712506997472252	0.0014536752866009465	0.21381487417868242	0.25	3.0
Wang_2023_Sci_Adv	target_mean	common	CLDN19	2	0.016323313021648415	1.3138922889401814e-05	0.01269854780312711	0.019948078240169722	0.5	2.0
Wang_2023_Sci_Adv	target_mean	common	CLDN2	4	-0.16513397835236482	0.004658700171736568	-0.26971901504638424	-0.05143852554415393	0.25	1.0
Wang_2023_Sci_Adv	target_mean	common	CLDN20	0	NA	NA	NA	NA	NA	NA
Wang_2023_Sci_Adv	target_mean	common	CLDN22	0	NA	NA	NA	NA	NA	NA
Wang_2023_Sci_Adv	target_mean	common	CLDN23	4	0.004432519676164816	0.0014690516392422226	-0.06908937030574262	0.05419763893521509	0.875	3.0
Wang_2023_Sci_Adv	target_mean	common	CLDN3	4	0.06793562691917482	0.005693654853319795	-0.07759131559135161	0.17489046502819683	0.5	3.0
Wang_2023_Sci_Adv	target_mean	common	CLDN4	4	0.12413005681908765	0.006340779558727211	-0.015887242113922062	0.25150951946856814	0.25	3.0
Wang_2023_Sci_Adv	target_mean	common	CLDN5	4	-0.0037388730356033885	0.00017290265528373898	-0.026246199290560046	0.015851914144378552	0.75	2.0
Wang_2023_Sci_Adv	target_mean	common	CLDN6	3	0.01799477287554524	3.0030619573568918e-05	0.00725185185745954	0.02524615219136835	0.25	3.0
Wang_2023_Sci_Adv	target_mean	common	CLDN7	4	0.2609773104791565	0.006710670646389289	0.11758317668695326	0.38548195367081556	0.125	4.0
Wang_2023_Sci_Adv	target_mean	common	CLDN8	4	0.003211418710387968	0.0008009858527170426	-0.044917199088716706	0.05539898674751611	0.875	2.0
Wang_2023_Sci_Adv	target_mean	common	CLDN9	4	0.08797402577398075	0.0018185658761029307	0.021372901593322686	0.1568828457491912	0.125	4.0
Wang_2023_Sci_Adv	target_mean	common	CRB3	4	0.059105830712547075	0.00025899291102437783	0.033821795486735605	0.08476920155336015	0.125	4.0
Wang_2023_Sci_Adv	target_mean	common	F11R	4	0.1679984226745418	0.001722924516182011	0.09910814426825729	0.23184373840685762	0.125	4.0
Wang_2023_Sci_Adv	target_mean	common	PALS1	4	0.05316121948283421	0.00033874165151197207	0.01763052790241386	0.08356777192617902	0.125	4.0
Wang_2023_Sci_Adv	target_mean	common	PARD3	4	0.015205471918770922	0.0002508183445202341	-0.013715056674045482	0.04054349102867086	0.5	3.0
Wang_2023_Sci_Adv	target_mean	common	PARD6A	4	-0.025715844949085694	0.0007564110499539869	-0.08126868790464455	0.005402784755472725	0.625	1.0
Wang_2023_Sci_Adv	target_mean	common	PARD6B	4	0.12841827291601932	0.0029097758822344316	0.05624444384750459	0.23562402058887305	0.125	4.0
Wang_2023_Sci_Adv	target_mean	common	PARD6G	2	0.0038258120830411317	0.0002764138126884284	-0.012799885276421069	0.020451509442503332	1.0	1.0
Wang_2023_Sci_Adv	target_mean	common	PATJ	4	-0.012897398067107439	0.0018916920904182045	-0.09711136303274441	0.04759264128144573	0.875	2.0
Wang_2023_Sci_Adv	target_mean	common	PRKCI	4	0.06136389317647805	0.0006605857019936485	0.01941853908905991	0.1033092472638962	0.25	3.0
