component	gene	role	source_gene	measured
RSC	AC106894.1	control	AC106894.1	True
RSC	AL662791.2	control	AL662791.2	True
RSC	AC010999.1	control	AC010999.1	True
RSC	AL592431.1	control	AL592431.1	True
RSC	AC002551.1	control	AC002551.1	True
RSC	AC009754.2	control	AC009754.2	True
RSC	FCGR3B	control	FCGR3B	True
RSC	AMBN	control	AMBN	True
RSC	AC083805.3	control	AC083805.3	True
RSC	AC005696.2	control	AC005696.2	True
RSC	AC011816.2	control	AC011816.2	True
RSC	LINC02759	control	LINC02759	True
RSC	AC068446.2	control	AC068446.2	True
RSC	DNM3OS	control	DNM3OS	True
RSC	CYP26B1	control	CYP26B1	True
RSC	ERICH4	control	ERICH4	True
RSC	AC139491.8	control	AC139491.8	True
RSC	AC037450.1	control	AC037450.1	True
RSC	AL137002.2	control	AL137002.2	True
RSC	AC254633.1	control	AC254633.1	True
RSC	CA6	control	CA6	True
RSC	PLXNB3	control	PLXNB3	True
RSC	SARDH	control	SARDH	True
RSC	AC117522.2	control	AC117522.2	True
RSC	PLG	control	PLG	True
RSC	ZDHHC19	control	ZDHHC19	True
RSC	AC073842.1	control	AC073842.1	True
RSC	AC074008.1	control	AC074008.1	True
RSC	ATCAY	control	ATCAY	True
RSC	OXT	control	OXT	True
RSC	AC133919.2	control	AC133919.2	True
RSC	AC074050.4	control	AC074050.4	True
RSC	AC092718.1	control	AC092718.1	True
RSC	AC009812.3	control	AC009812.3	True
RSC	AC046168.2	control	AC046168.2	True
RSC	LINC01692	control	LINC01692	True
RSC	AC104653.1	control	AC104653.1	True
RSC	TSNAXIP1	control	TSNAXIP1	True
RSC	AL365259.1	control	AL365259.1	True
RSC	AL445255.1	control	AL445255.1	True
RSC	AC104187.1	control	AC104187.1	True
RSC	AC079352.1	control	AC079352.1	True
RSC	TBX1	control	TBX1	True
RSC	AC005785.1	control	AC005785.1	True
RSC	LINC00324	control	LINC00324	True
RSC	AC135782.3	control	AC135782.3	True
RSC	AC080013.6	control	AC080013.6	True
RSC	BMP6	control	BMP6	True
RSC	AC006427.2	control	AC006427.2	True
RSC	CPB2	control	CPB2	True
RSC	AC005487.1	control	AC005487.1	True
RSC	AC016766.1	control	AC016766.1	True
RSC	AC006064.4	control	AC006064.4	True
RSC	PKHD1L1	control	PKHD1L1	True
RSC	PWWP3B	control	PWWP3B	True
RSC	AL355516.1	control	AL355516.1	True
RSC	HASPIN	control	HASPIN	True
RSC	AC007613.1	control	AC007613.1	True
RSC	TMEM213	control	TMEM213	True
RSC	SLC22A9	control	SLC22A9	True
RSC	AC021066.1	control	AC021066.1	True
RSC	PRRT1B	control	PRRT1B	True
RSC	ZDHHC15	control	ZDHHC15	True
RSC	CLRN1	control	CLRN1	True
RSC	AC004691.1	control	AC004691.1	True
RSC	MIR302CHG	control	MIR302CHG	True
RSC	AL139099.2	control	AL139099.2	True
RSC	LINC01970	control	LINC01970	True
RSC	CEP83-DT	control	CEP83-DT	True
RSC	AC007431.1	control	AC007431.1	True
RSC	AC022601.1	control	AC022601.1	True
RSC	AC092747.1	control	AC092747.1	True
RSC	AC027373.1	control	AC027373.1	True
RSC	LRRC46	control	LRRC46	True
RSC	AL049795.1	control	AL049795.1	True
RSC	AC139722.1	control	AC139722.1	True
RSC	TMEM81	control	TMEM81	True
RSC	AC026254.2	control	AC026254.2	True
RSC	AJ009632.2	control	AJ009632.2	True
RSC	LINC00378	control	LINC00378	True
RSC	AL590399.3	control	AL590399.3	True
RSC	AC104170.2	control	AC104170.2	True
RSC	AC079203.2	control	AC079203.2	True
RSC	AC090907.2	control	AC090907.2	True
RSC	AL360270.1	control	AL360270.1	True
RSC	CCNB3	control	CCNB3	True
RSC	HLA-DQA1	control	HLA-DQA1	True
RSC	FAM229B	control	FAM229B	True
RSC	AL132656.2	control	AL132656.2	True
RSC	PLEKHF1	control	PLEKHF1	True
RSC	AC018845.3	control	AC018845.3	True
RSC	AC005632.6	control	AC005632.6	True
RSC	GSEC	control	GSEC	True
RSC	PPP1R42	control	PPP1R42	True
RSC	LINC01603	control	LINC01603	True
RSC	AC091646.1	control	AC091646.1	True
RSC	AC099343.2	control	AC099343.2	True
RSC	AL731537.1	control	AL731537.1	True
RSC	AL512422.1	control	AL512422.1	True
RSC	MPDZ	control	MPDZ	True
RSC	SERPINE3	control	SERPINE3	True
RSC	LNCTAM34A	control	LNCTAM34A	True
RSC	IL4I1	control	IL4I1	True
RSC	PRICKLE1	control	PRICKLE1	True
RSC	AC130814.1	control	AC130814.1	True
RSC	AC097460.1	control	AC097460.1	True
RSC	LRCH2	control	LRCH2	True
RSC	AC138696.2	control	AC138696.2	True
RSC	AC034102.4	control	AC034102.4	True
RSC	RAB9B	control	RAB9B	True
RSC	AC106707.1	control	AC106707.1	True
RSC	AP001505.1	control	AP001505.1	True
RSC	AC012313.6	control	AC012313.6	True
RSC	AC087501.1	control	AC087501.1	True
RSC	AL731563.3	control	AL731563.3	True
RSC	AC096772.1	control	AC096772.1	True
RSC	NCDN	control	NCDN	True
RSC	AC004034.1	control	AC004034.1	True
RSC	ZNF556	control	ZNF556	True
RSC	ZNF70	control	ZNF70	True
RSC	LIPT2	control	LIPT2	True
RSC	AL353768.1	control	AL353768.1	True
RSC	AL049780.1	control	AL049780.1	True
RSC	AC097717.1	control	AC097717.1	True
RSC	AC090921.1	control	AC090921.1	True
RSC	AC008079.1	control	AC008079.1	True
RSC	IQCN	control	IQCN	True
RSC	ENPP2	control	ENPP2	True
RSC	CMTM2	control	CMTM2	True
RSC	PARS2	control	PARS2	True
RSC	CFTR-AS1	control	CFTR-AS1	True
RSC	LGI4	control	LGI4	True
RSC	AC025181.2	control	AC025181.2	True
RSC	AL158198.1	control	AL158198.1	True
RSC	FO393418.1	control	FO393418.1	True
RSC	SYCP2L	control	SYCP2L	True
RSC	LINC01764	control	LINC01764	True
RSC	PRSS21	control	PRSS21	True
RSC	XG	control	XG	True
RSC	IL1RAPL2	control	IL1RAPL2	True
RSC	ANKRD31	control	ANKRD31	True
RSC	AP002498.1	control	AP002498.1	True
RSC	AC104667.2	control	AC104667.2	True
RSC	AL391840.3	control	AL391840.3	True
RSC	CHRNG	control	CHRNG	True
RSC	SAXO1	control	SAXO1	True
RSC	AL596223.1	control	AL596223.1	True
RSC	MAMDC4	control	MAMDC4	True
RSC	COL6A1	control	COL6A1	True
RSC	DARS-AS1	control	DARS-AS1	True
RSC	AC079140.6	control	AC079140.6	True
RSC	U2AF1L4	control	U2AF1L4	True
RSC	AL512625.1	control	AL512625.1	True
RSC	AC012184.4	control	AC012184.4	True
RSC	NPIPB13	control	NPIPB13	True
RSC	KLK7	control	KLK7	True
RSC	AC012447.1	control	AC012447.1	True
RSC	AL139353.2	control	AL139353.2	True
RSC	CBLN1	control	CBLN1	True
RSC	SDK2	control	SDK2	True
RSC	AL356805.1	control	AL356805.1	True
RSC	AC018359.1	control	AC018359.1	True
RSC	PSMB8-AS1	control	PSMB8-AS1	True
RSC	NT5M	control	NT5M	True
RSC	OCA2	control	OCA2	True
RSC	CDK3	control	CDK3	True
RSC	AC061708.1	control	AC061708.1	True
RSC	SYCE1L	control	SYCE1L	True
RSC	AL359915.1	control	AL359915.1	True
RSC	AC016644.1	control	AC016644.1	True
RSC	AL161891.1	control	AL161891.1	True
RSC	TMEM147-AS1	control	TMEM147-AS1	True
RSC	ARRDC1-AS1	control	ARRDC1-AS1	True
RSC	AL353138.1	control	AL353138.1	True
RSC	AC233296.1	control	AC233296.1	True
RSC	HACD1	control	HACD1	True
RSC	OBSL1	control	OBSL1	True
RSC	GEMIN6	control	GEMIN6	True
RSC	APOBEC3C	control	APOBEC3C	True
RSC	SLC26A7	control	SLC26A7	True
RSC	SCN3B	control	SCN3B	True
RSC	IGHA1	control	IGHA1	True
RSC	PIK3AP1	control	PIK3AP1	True
RSC	AC020891.2	control	AC020891.2	True
RSC	SLC2A1-AS1	control	SLC2A1-AS1	True
RSC	AC246817.2	control	AC246817.2	True
RSC	DDIAS	control	DDIAS	True
RSC	ZNF845	control	ZNF845	True
RSC	RDH10-AS1	control	RDH10-AS1	True
RSC	AC012360.3	control	AC012360.3	True
RSC	MAGEB17	control	MAGEB17	True
RSC	CPLX1	control	CPLX1	True
RSC	LRP2BP	control	LRP2BP	True
RSC	KBTBD3	control	KBTBD3	True
RSC	TTC21A	control	TTC21A	True
RSC	AL512343.2	control	AL512343.2	True
RSC	SEC24B-AS1	control	SEC24B-AS1	True
RSC	ZNF674	control	ZNF674	True
RSC	DVL2	control	DVL2	True
RSC	CMTM1	control	CMTM1	True
RSC	ZNF354A	control	ZNF354A	True
RSC	WDR53	control	WDR53	True
RSC	AC009961.1	control	AC009961.1	True
RSC	SHC2	control	SHC2	True
RSC	EAF2	control	EAF2	True
RSC	RANBP6	control	RANBP6	True
RSC	ZNF558	control	ZNF558	True
RSC	SLC25A48	control	SLC25A48	True
RSC	FER1L6	control	FER1L6	True
RSC	AP1M1	control	AP1M1	True
RSC	SLC43A1	control	SLC43A1	True
RSC	GATB	control	GATB	True
RSC	SEMA4C	control	SEMA4C	True
RSC	BCL2L12	control	BCL2L12	True
RSC	SNAP25-AS1	control	SNAP25-AS1	True
RSC	CNPPD1	control	CNPPD1	True
RSC	MATR3.1	control	MATR3.1	True
RSC	DCDC2	control	DCDC2	True
RSC	OSBPL7	control	OSBPL7	True
RSC	IMP3	control	IMP3	True
RSC	AC023389.1	control	AC023389.1	True
RSC	CACNB4	control	CACNB4	True
RSC	CAPN12	control	CAPN12	True
RSC	DNASE1L1	control	DNASE1L1	True
RSC	TICAM1	control	TICAM1	True
RSC	VPS52	control	VPS52	True
RSC	MRPL36	control	MRPL36	True
RSC	KIAA0930	control	KIAA0930	True
RSC	PNO1	control	PNO1	True
RSC	TTLL12	control	TTLL12	True
RSC	C1ORF122	control	C1orf122	True
RSC	KLHDC3	control	KLHDC3	True
RSC	BBS4	control	BBS4	True
RSC	ZNF692	control	ZNF692	True
RSC	FAM98B	control	FAM98B	True
RSC	AC026202.2	control	AC026202.2	True
RSC	ARHGAP6	control	ARHGAP6	True
RSC	AC021054.1	control	AC021054.1	True
RSC	PGD	control	PGD	True
RSC	UBLCP1	control	UBLCP1	True
RSC	CPVL	control	CPVL	True
RSC	MLKL	control	MLKL	True
RSC	HCFC1	control	HCFC1	True
RSC	METTL4	control	METTL4	True
RSC	GTF2H3	control	GTF2H3	True
RSC	RFT1	control	RFT1	True
RSC	SLC39A7	control	SLC39A7	True
RSC	ZFAT	control	ZFAT	True
RSC	ING4	control	ING4	True
RSC	VRK3	control	VRK3	True
RSC	HDAC7	control	HDAC7	True
RSC	TMUB1	control	TMUB1	True
RSC	ALG9	control	ALG9	True
RSC	AC087286.2	control	AC087286.2	True
RSC	BRIX1	control	BRIX1	True
RSC	PSAT1	control	PSAT1	True
RSC	SMIM4	control	SMIM4	True
RSC	AP2M1	control	AP2M1	True
RSC	GAS6-AS1	control	GAS6-AS1	True
RSC	AL450384.2	control	AL450384.2	True
RSC	AC002460.2	control	AC002460.2	True
RSC	ATPSCKMT	control	ATPSCKMT	True
RSC	CCDC174	control	CCDC174	True
RSC	ZNF384	control	ZNF384	True
RSC	CMTM7	control	CMTM7	True
RSC	AL590006.1	control	AL590006.1	True
RSC	DRG1	control	DRG1	True
RSC	ECI1	control	ECI1	True
RSC	ZNF621	control	ZNF621	True
RSC	LSM3	control	LSM3	True
RSC	SRGAP3	control	SRGAP3	True
RSC	TIMM17A	control	TIMM17A	True
RSC	MTRR	control	MTRR	True
RSC	ZNF410	control	ZNF410	True
RSC	RCHY1	control	RCHY1	True
RSC	NR1D2	control	NR1D2	True
RSC	STK26	control	STK26	True
RSC	ZGPAT	control	ZGPAT	True
RSC	MRPS18B	control	MRPS18B	True
RSC	ZFY	control	ZFY	True
RSC	SPG21	control	SPG21	True
RSC	SLC15A4	control	SLC15A4	True
RSC	MPC1	control	MPC1	True
RSC	TSHZ1	control	TSHZ1	True
RSC	CCNK	control	CCNK	True
RSC	UBE2Z	control	UBE2Z	True
RSC	NDUFB5	control	NDUFB5	True
RSC	SNHG17	control	SNHG17	True
RSC	TAB3	control	TAB3	True
RSC	EBP	control	EBP	True
RSC	ITFG2	control	ITFG2	True
RSC	SMARCC2	control	SMARCC2	True
RSC	CBR3-AS1	control	CBR3-AS1	True
RSC	UBN1	control	UBN1	True
RSC	UHRF1BP1L	control	UHRF1BP1L	True
RSC	RNF44	control	RNF44	True
RSC	SEC16A	control	SEC16A	True
RSC	UQCR10	control	UQCR10	True
RSC	NSA2	control	NSA2	True
RSC	TIMM13	control	TIMM13	True
RSC	SNRPA	control	SNRPA	True
RSC	ARMH4	control	ARMH4	True
RSC	SAR1A	control	SAR1A	True
RSC	AL158152.1	control	AL158152.1	True
RSC	ZNF195	control	ZNF195	True
RSC	CIR1	control	CIR1	True
RSC	GRSF1	control	GRSF1	True
RSC	TALDO1	control	TALDO1	True
RSC	SAFB	control	SAFB	True
RSC	ANKAR	control	ANKAR	True
RSC	HBP1	control	HBP1	True
RSC	TBC1D12	control	TBC1D12	True
RSC	RCN2	control	RCN2	True
RSC	KLHDC2	control	KLHDC2	True
RSC	KDELR1	control	KDELR1	True
RSC	PRDX2	control	PRDX2	True
RSC	G3BP2	control	G3BP2	True
RSC	MLXIPL	control	MLXIPL	True
RSC	XKR6	control	XKR6	True
RSC	DOCK6	control	DOCK6	True
RSC	PSMA3-AS1	control	PSMA3-AS1	True
RSC	NOL7	control	NOL7	True
RSC	FAM3C	control	FAM3C	True
RSC	TMEM68	control	TMEM68	True
RSC	GTDC1	control	GTDC1	True
RSC	GSTK1	control	GSTK1	True
RSC	GNL3	control	GNL3	True
RSC	RCOR3	control	RCOR3	True
RSC	FASTKD1	control	FASTKD1	True
RSC	LRCH3	control	LRCH3	True
RSC	AC245297.3	control	AC245297.3	True
RSC	UBR1	control	UBR1	True
RSC	TTC37	control	TTC37	True
RSC	SPG7	control	SPG7	True
RSC	PRDX1	control	PRDX1	True
RSC	SHOC2	control	SHOC2	True
RSC	PRKN	control	PRKN	True
RSC	ZC3H15	control	ZC3H15	True
RSC	FUBP3	control	FUBP3	True
RSC	LINC00513	control	LINC00513	True
RSC	ARFGEF3	control	ARFGEF3	True
RSC	RAPH1	control	RAPH1	True
RSC	HPCAL1	control	HPCAL1	True
RSC	SPTAN1	control	SPTAN1	True
RSC	OGDH	control	OGDH	True
RSC	XPO4	control	XPO4	True
RSC	PCCA	control	PCCA	True
RSC	GRM8	control	GRM8	True
RSC	FBXW11	control	FBXW11	True
RSC	AKAP9	control	AKAP9	True
RSC	PTEN	control	PTEN	True
RSC	KIF13B	control	KIF13B	True
RSC	ADGRA3	control	ADGRA3	True
RSC	H3F3B	control	H3F3B	True
RSC	SETX	control	SETX	True
RSC	PRPF40A	control	PRPF40A	True
RSC	RABL6	control	RABL6	True
RSC	CASK	control	CASK	True
RSC	SLC4A10	control	SLC4A10	True
RSC	ARHGAP42	control	ARHGAP42	True
RSC	NR6A1	control	NR6A1	True
RSC	OXSR1	control	OXSR1	True
RSC	CD63	control	CD63	True
RSC	ITCH	control	ITCH	True
iCMS2	A1CF	target	A1CF	True
iCMS2	ABHD12	target	ABHD12	True
iCMS2	ABRACL	target	ABRACL	True
iCMS2	ACOT8	target	ACOT8	True
iCMS2	ADIRF	target	ADIRF	True
iCMS2	ADRM1	target	ADRM1	True
iCMS2	AHCY	target	AHCY	True
iCMS2	AIFM3	target	AIFM3	True
iCMS2	AKAP1	target	AKAP1	True
iCMS2	ALKBH3	target	ALKBH3	True
iCMS2	ANO9	target	ANO9	True
iCMS2	AQP8	target	AQP8	True
iCMS2	AREG	target	AREG	True
iCMS2	ARFGAP1	target	ARFGAP1	True
iCMS2	ARFRP1	target	ARFRP1	True
iCMS2	ARHGAP45	target	ARHGAP45	True
iCMS2	ARID3A	target	ARID3A	True
iCMS2	ARL4A	target	ARL4A	True
iCMS2	ARMC1	target	ARMC1	True
iCMS2	ARSE	target	ARSE	True
iCMS2	ASCL2	target	ASCL2	True
iCMS2	ASPSCR1	target	ASPSCR1	True
iCMS2	ASXL1	target	ASXL1	True
iCMS2	ATP10B	target	ATP10B	True
iCMS2	ATP6V1H	target	ATP6V1H	True
iCMS2	ATP9A	target	ATP9A	True
iCMS2	AURKA	target	AURKA	True
iCMS2	AVL9	target	AVL9	True
iCMS2	AXIN2	target	AXIN2	True
iCMS2	BCAP31	target	BCAP31	True
iCMS2	BCL2L1	target	BCL2L1	True
iCMS2	BLCAP	target	BLCAP	True
iCMS2	BOP1	target	BOP1	True
iCMS2	C10ORF99	target	C10orf99	True
iCMS2	C1GALT1C1	target	C1GALT1C1	True
iCMS2	C2	target	C2	True
iCMS2	C20ORF27	target	C20orf27	True
iCMS2	C6ORF222	target		False
iCMS2	C6ORF48	target		False
iCMS2	C8ORF33	target	C8orf33	True
iCMS2	C8ORF59	target		False
iCMS2	CA4	target	CA4	True
iCMS2	CAPZA2	target	CAPZA2	True
iCMS2	CARS2	target	CARS2	True
iCMS2	CCDC34	target	CCDC34	True
iCMS2	CCDC85B	target	CCDC85B	True
iCMS2	CCL20	target	CCL20	True
iCMS2	CCT6A	target	CCT6A	True
iCMS2	CDC16	target	CDC16	True
iCMS2	CDC25B	target	CDC25B	True
iCMS2	CDHR1	target	CDHR1	True
iCMS2	CDK4	target	CDK4	True
iCMS2	CDK5RAP1	target	CDK5RAP1	True
iCMS2	CDK8	target	CDK8	True
iCMS2	CDX2	target	CDX2	True
iCMS2	CEBPA	target	CEBPA	True
iCMS2	CEBPB	target	CEBPB	True
iCMS2	CFTR	target	CFTR	True
iCMS2	CHCHD7	target	CHCHD7	True
iCMS2	CHD6	target	CHD6	True
iCMS2	CHMP4C	target	CHMP4C	True
iCMS2	CHP2	target	CHP2	True
iCMS2	CKB	target	CKB	True
iCMS2	COMMD6	target	COMMD6	True
iCMS2	COMMD7	target	COMMD7	True
iCMS2	COPS5	target	COPS5	True
iCMS2	COX19	target	COX19	True
iCMS2	CPNE1	target	CPNE1	True
iCMS2	CSE1L	target	CSE1L	True
iCMS2	CSNK2A2	target	CSNK2A2	True
iCMS2	CTNNBL1	target	CTNNBL1	True
iCMS2	CTSA	target	CTSA	True
iCMS2	CTSH	target	CTSH	True
iCMS2	CXCL14	target	CXCL14	True
iCMS2	CYB5B	target	CYB5B	True
iCMS2	CYP2S1	target	CYP2S1	True
iCMS2	CYP2W1	target	CYP2W1	True
iCMS2	DAB2	target	DAB2	True
iCMS2	DARS	target	DARS	True
iCMS2	DCAF13	target	DCAF13	True
iCMS2	DDAH2	target	DDAH2	True
iCMS2	DDC	target	DDC	True
iCMS2	DDX27	target	DDX27	True
iCMS2	DIDO1	target	DIDO1	True
iCMS2	DKC1	target	DKC1	True
iCMS2	DNAJC15	target	DNAJC15	True
iCMS2	DNAJC5	target	DNAJC5	True
iCMS2	DNTTIP1	target	DNTTIP1	True
iCMS2	DPEP1	target	DPEP1	True
iCMS2	DPM1	target	DPM1	True
iCMS2	DYNLRB1	target	DYNLRB1	True
iCMS2	EDEM2	target	EDEM2	True
iCMS2	EDN1	target	EDN1	True
iCMS2	EEPD1	target	EEPD1	True
iCMS2	EIF2S2	target	EIF2S2	True
iCMS2	EIF3E	target	EIF3E	True
iCMS2	EIF3H	target	EIF3H	True
iCMS2	EIF6	target	EIF6	True
iCMS2	EMD	target	EMD	True
iCMS2	EPB41L1	target	EPB41L1	True
iCMS2	EPB41L5	target	EPB41L5	True
iCMS2	EREG	target	EREG	True
iCMS2	ERGIC3	target	ERGIC3	True
iCMS2	ESF1	target	ESF1	True
iCMS2	ESPN	target	ESPN	True
iCMS2	EXOSC5	target	EXOSC5	True
iCMS2	FABP1	target	FABP1	True
iCMS2	FARP1	target	FARP1	True
iCMS2	FBL	target	FBL	True
iCMS2	FCGRT	target	FCGRT	True
iCMS2	FERMT1	target	FERMT1	True
iCMS2	FGGY	target	FGGY	True
iCMS2	FMR1	target	FMR1	True
iCMS2	FN1	target	FN1	True
iCMS2	FNTA	target	FNTA	True
iCMS2	FTL	target	FTL	True
iCMS2	FTX	target	FTX	True
iCMS2	FUNDC2	target	FUNDC2	True
iCMS2	GABRE	target	GABRE	True
iCMS2	GAL	target	GAL	True
iCMS2	GGH	target	GGH	True
iCMS2	GID8	target	GID8	True
iCMS2	GJB1	target	GJB1	True
iCMS2	GLA	target	GLA	True
iCMS2	GNPDA1	target	GNPDA1	True
iCMS2	GOLGA7	target	GOLGA7	True
iCMS2	GPALPP1	target	GPALPP1	True
iCMS2	GPCPD1	target	GPCPD1	True
iCMS2	GPSM2	target	GPSM2	True
iCMS2	GTF2F2	target	GTF2F2	True
iCMS2	GTF2IRD1	target	GTF2IRD1	True
iCMS2	GTF3A	target	GTF3A	True
iCMS2	HELZ2	target	HELZ2	True
iCMS2	HIBADH	target	HIBADH	True
iCMS2	HM13	target	HM13	True
iCMS2	HNF4A	target	HNF4A	True
iCMS2	HSD17B10	target	HSD17B10	True
iCMS2	HUS1	target	HUS1	True
iCMS2	ID1	target	ID1	True
iCMS2	IFITM1	target	IFITM1	True
iCMS2	IFT52	target	IFT52	True
iCMS2	IGBP1	target	IGBP1	True
iCMS2	IMMP2L	target	IMMP2L	True
iCMS2	IPO5	target	IPO5	True
iCMS2	IRS2	target	IRS2	True
iCMS2	KLC4	target	KLC4	True
iCMS2	KPNA3	target	KPNA3	True
iCMS2	KRT23	target	KRT23	True
iCMS2	LAGE3	target	LAGE3	True
iCMS2	LAMP2	target	LAMP2	True
iCMS2	LAPTM4B	target	LAPTM4B	True
iCMS2	LAS1L	target	LAS1L	True
iCMS2	LDHB	target	LDHB	True
iCMS2	LY6G6F-LY6G6D	target		False
iCMS2	LYPLA1	target	LYPLA1	True
iCMS2	MALSU1	target	MALSU1	True
iCMS2	MAPK13	target	MAPK13	True
iCMS2	MAPRE1	target	MAPRE1	True
iCMS2	MAVS	target	MAVS	True
iCMS2	MCTS1	target	MCTS1	True
iCMS2	MED30	target	MED30	True
iCMS2	MED4	target	MED4	True
iCMS2	MEP1A	target	MEP1A	True
iCMS2	MICU2	target	MICU2	True
iCMS2	MOGAT3	target	MOGAT3	True
iCMS2	MPLKIP	target	MPLKIP	True
iCMS2	MRGBP	target	MRGBP	True
iCMS2	MRPL13	target	MRPL13	True
iCMS2	MRPS17	target	MRPS17	True
iCMS2	MRPS24	target	MRPS24	True
iCMS2	MRPS31	target	MRPS31	True
iCMS2	MYC	target	MYC	True
iCMS2	NAA10	target	NAA10	True
iCMS2	NAA20	target	NAA20	True
iCMS2	NAE1	target	NAE1	True
iCMS2	NCBP2	target	NCBP2	True
iCMS2	NCOA3	target	NCOA3	True
iCMS2	NDFIP2	target	NDFIP2	True
iCMS2	NDRG3	target	NDRG3	True
iCMS2	NEK3	target	NEK3	True
iCMS2	NELFCD	target	NELFCD	True
iCMS2	NEU1	target	NEU1	True
iCMS2	NEU4	target	NEU4	True
iCMS2	NFS1	target	NFS1	True
iCMS2	NHLRC3	target	NHLRC3	True
iCMS2	NIP7	target	NIP7	True
iCMS2	NIT2	target	NIT2	True
iCMS2	NKAP	target	NKAP	True
iCMS2	NKD1	target	NKD1	True
iCMS2	NORAD	target	NORAD	True
iCMS2	NOX1	target	NOX1	True
iCMS2	NSDHL	target	NSDHL	True
iCMS2	NUAK2	target	NUAK2	True
iCMS2	NUDT4	target	NUDT4	True
iCMS2	NUPL2	target		False
iCMS2	NXPE4	target	NXPE4	True
iCMS2	NXT1	target	NXT1	True
iCMS2	OGFR	target	OGFR	True
iCMS2	OSBPL2	target	OSBPL2	True
iCMS2	OSER1	target	OSER1	True
iCMS2	PAK1IP1	target	PAK1IP1	True
iCMS2	PAN3	target	PAN3	True
iCMS2	PCID2	target	PCID2	True
iCMS2	PCIF1	target	PCIF1	True
iCMS2	PCMTD2	target	PCMTD2	True
iCMS2	PCSK1N	target	PCSK1N	True
iCMS2	PDP1	target	PDP1	True
iCMS2	PDPK1	target	PDPK1	True
iCMS2	PDRG1	target	PDRG1	True
iCMS2	PEPD	target	PEPD	True
iCMS2	PET117	target	PET117	True
iCMS2	PEX16	target	PEX16	True
iCMS2	PFDN4	target	PFDN4	True
iCMS2	PGRMC1	target	PGRMC1	True
iCMS2	PHF20	target	PHF20	True
iCMS2	PHYH	target	PHYH	True
iCMS2	PID1	target	PID1	True
iCMS2	PIGU	target	PIGU	True
iCMS2	PKIG	target	PKIG	True
iCMS2	PLAGL2	target	PLAGL2	True
iCMS2	PLCB4	target	PLCB4	True
iCMS2	PLIN2	target	PLIN2	True
iCMS2	PLTP	target	PLTP	True
iCMS2	PM20D2	target	PM20D2	True
iCMS2	PMEPA1	target	PMEPA1	True
iCMS2	POFUT1	target	POFUT1	True
iCMS2	PPP1R14D	target	PPP1R14D	True
iCMS2	PQBP1	target	PQBP1	True
iCMS2	PRAP1	target	PRAP1	True
iCMS2	PRELID3B	target	PRELID3B	True
iCMS2	PRKDC	target	PRKDC	True
iCMS2	PROSER1	target	PROSER1	True
iCMS2	PROX1	target	PROX1	True
iCMS2	PRPF6	target	PRPF6	True
iCMS2	PRR15	target	PRR15	True
iCMS2	PRSS23	target	PRSS23	True
iCMS2	PSMA7	target	PSMA7	True
iCMS2	PSPH	target	PSPH	True
iCMS2	PTPRO	target	PTPRO	True
iCMS2	QPRT	target	QPRT	True
iCMS2	RAB15	target	RAB15	True
iCMS2	RAB20	target	RAB20	True
iCMS2	RAB22A	target	RAB22A	True
iCMS2	RAE1	target	RAE1	True
iCMS2	RALGAPB	target	RALGAPB	True
iCMS2	RALY	target	RALY	True
iCMS2	RASL11A	target	RASL11A	True
iCMS2	RB1CC1	target	RB1CC1	True
iCMS2	RBM39	target	RBM39	True
iCMS2	RBMX2	target	RBMX2	True
iCMS2	RETREG1	target	RETREG1	True
iCMS2	RGMB	target	RGMB	True
iCMS2	RIDA	target	RIDA	True
iCMS2	RNASEH2B	target	RNASEH2B	True
iCMS2	RNF113A	target	RNF113A	True
iCMS2	RNF114	target	RNF114	True
iCMS2	RNF170	target	RNF170	True
iCMS2	RNF43	target	RNF43	True
iCMS2	RNF6	target	RNF6	True
iCMS2	RP9	target	RP9	True
iCMS2	RPIA	target	RPIA	True
iCMS2	RPN2	target	RPN2	True
iCMS2	RPRD1B	target	RPRD1B	True
iCMS2	RPUSD1	target	RPUSD1	True
iCMS2	RRP9	target	RRP9	True
iCMS2	RRS1	target	RRS1	True
iCMS2	RUBCNL	target	RUBCNL	True
iCMS2	SATB2	target	SATB2	True
iCMS2	SCAND1	target	SCAND1	True
iCMS2	SCARB1	target	SCARB1	True
iCMS2	SCML1	target	SCML1	True
iCMS2	SELENOP	target	SELENOP	True
iCMS2	SEMA5A	target	SEMA5A	True
iCMS2	SERINC3	target	SERINC3	True
iCMS2	SERPINE2	target	SERPINE2	True
iCMS2	SHD	target	SHD	True
iCMS2	SINHCAF	target	SINHCAF	True
iCMS2	SLC20A2	target	SLC20A2	True
iCMS2	SLC26A2	target	SLC26A2	True
iCMS2	SLC26A3	target	SLC26A3	True
iCMS2	SLC29A1	target	SLC29A1	True
iCMS2	SLC2A8	target	SLC2A8	True
iCMS2	SLC35C2	target	SLC35C2	True
iCMS2	SLC38A5	target	SLC38A5	True
iCMS2	SLC39A5	target	SLC39A5	True
iCMS2	SLC3A2	target	SLC3A2	True
iCMS2	SLC52A2	target	SLC52A2	True
iCMS2	SLC5A6	target	SLC5A6	True
iCMS2	SLC7A6	target	SLC7A6	True
iCMS2	SMAP1	target	SMAP1	True
iCMS2	SMIM26	target	SMIM26	True
iCMS2	SNRPB	target	SNRPB	True
iCMS2	SNRPB2	target	SNRPB2	True
iCMS2	SOX4	target	SOX4	True
iCMS2	SPATA13	target	SPATA13	True
